tweet,tweet_1,tweet_2,mentions,themes,HS,TR,AG
"What a way to damage LasVegas, such stupidity!! MGM turns to never-tested law to sue Vegas shooting victims   https://t.co/zgtqpu2xt5","What a way to damage LasVegas, such stupidity!! MGM turns to never-tested law to sue Vegas shooting victims",way damage lasvegas stupidity mgm turn neverteste law sue vegas shooting victim,[],"['Las Vegas', 'Boston Marathon']",0,0,0
.⁦@united⁩ how about donating flights to deport the Invaders back to their homeland.  #StopTheInvasion #DeportThemAll  https://t.co/Ry2dah2KeJ,. how about donating flights to deport the Invaders back to their homeland.,donate flight deport invader homeland,['@united'],[],1,0,1
"Russia did it!  Russia di....  Wait, what?  Big scary Russia is helping people go home without being detained etc? https://t.co/CmBZXrKPNV","Russia did it! Russia di.... Wait, what? Big scary Russia is helping people go home without being detained etc?",russia russia di wait big scary russia help people home detain etc,[],"['Russian Empire', 'Big Scary']",0,0,0
@Truthdig  Fake News it is not a new Stephen Miller Rule. the Public Charge rule has been part of the U.S #Immigration law  since 1882.  Why Should  U.S Taxpayers give Welfare to Immigrants and import the World's poor  ! #Veterans  #Trump #MAGA https://t.,Fake News it is not a new Stephen Miller Rule. the Public Charge rule has been part of the U.S law since . Why Should U.S Taxpayers give Welfare to Immigrants and import the World's poor ! .,fake news new stephen miller rule public charge rule law taxpayer welfare immigrant import world poor,"['@Truthdig', 'Miller', 'Stephen Miller']",['the United States'],1,0,1
PolitiFact Florida: Bill Nelson claims detained immigrant parents charged $8/minute to call their children. He is such a phony he makes me sick   https://t.co/roQoY8rPAB  Shared from my Google feed,PolitiFact Florida: Bill Nelson claims detained immigrant parents charged $8/minute to call their children. He is such a phony he makes me sick Shared from my Google feed,politifact florida bill nelson claim detain immigrant parent charge 8minute child phony sick share google feed,['Bill Nelson'],"['Fraud', 'Florida', 'CNBC']",0,0,0
@ArvindKejriwal Pl save Delhi from becoming a SLUM CITY&amp;hub of illegal migrants.Pl take LG help in removing encroachments&amp;eviction of IMs,Pl save Delhi from becoming a SLUM CITY&amp;hub of illegal migrants.Pl take LG help in removing encroachments&amp;eviction of IMs,pl save delhi slum cityamphub illegal migrantspl lg help remove encroachmentsampeviction im,"['@ArvindKejriwal', 'Amplifier']",['Delhi'],1,0,0
As usual the media is giving two sides: a Republican side and a Democrat side on immigration. There are other views by why bother offering those up. How about we allow supply and demand for labor  decide how many cross and let Econ 101 supply and demand decide?,As usual the media is giving two sides: a Republican side and a Democrat side on immigration. There are other views by why bother offering those up. How about we allow supply and demand for labor decide how many cross and let Econ supply and demand decide?,usual media republican democrat immigration view bother offer allow supply demand labor decide cross let econ supply demand decide,[],"['Labour', 'Democratic Party', 'United States', 'Second']",0,0,0
"Netherlands: 1,400 girls per year become sex slaves to ‘˜migrant background’ men | Cape Fear Caller https://t.co/8w23fYwIVr via @TraddyCath",Netherlands: girls per year become sex slaves to migrant background men | Cape Fear Caller via,netherland girl year sex slave migrant background man cape fear caller,['@TraddyCath'],"['1991', 'Netherlands']",0,0,0
Books to Help Kids Understand What It’s Like to Be a #Refugee https://t.co/4qybPV8rj1 #WithRefugees @tyrusmaina @Refugees @refugeeaffairs @UNHCR_Kenya @RCKDirector @imaana102,Books to Help Kids Understand What Its Like to Be a,book help kid understand like,"['@tyrusmaina', '@Refugees', '@refugeeaffairs', '@UNHCR_Kenya', '@RCKDirector', '@imaana102']",[],0,0,0
Russian meddling in Syrian refugee repatriation:https://t.co/nCjMUFCJc0,Russian meddling in Syrian refugee repatriation:,russian meddling syrian refugee repatriation,[],"['Russians', 'the Syrian Civil War', 'Syria']",0,0,0
"@charliekirk11 We need to improve our country, schools, neighborhoods, hospitals, prisons, by kicking out the illegals. #BuildTheDamnWall #BuildThatWall","We need to improve our country, schools, neighborhoods, hospitals, prisons, by kicking out the illegals.",need improve country school neighborhood hospital prison kick illegal,['@charliekirk11'],[],1,0,0
"“Every nation, tribe, and tongue” still applies when they’re on your doorstep instead of you being on theirs. So many have refused to “Go” that God started to bring them to us. An anti-immigrant attitude and mindset is anti-God and His will, period.","Every nation, tribe, and tongue still applies when theyre on your doorstep instead of you being on theirs. So many have refused to Go that God started to bring them to us. An anti-immigrant attitude and mindset is anti-God and His will, period.",nation tribe tongue apply doorstep instead refuse god start bring antiimmigrant attitude mindset antigod period,[],"['Mindset', 'Antigod']",0,0,0
"People say, ""Why didn't this or that immigrant for Central or South America apply the proper way and keep up with forms?""  For decades immigration has discriminated against people of color from Central and South America.","People say, ""Why didn't this or that immigrant for Central or South America apply the proper way and keep up with forms?"" For decades immigration has discriminated against people of color from Central and South America.",people immigrant central south america apply proper way form decade immigration discriminate people color central south america,[],"['Central America', 'South America']",0,0,0
"Mandy Manning, one of World Relief's friends and partners @WRSpokane, has just been named 2018 National Teacher of the Year for her work with #refugee and #immigrant students. Read more of her incredible story. âž https://t.co/UaolUHZDAc https://t.co/97AcbCtMTT","Mandy Manning, one of World Relief's friends and partners , has just been named National Teacher of the Year for her work with and students. Read more of her incredible story.",mandy manning world relief friend partner national teacher year work student read incredible story,['@WRSpokane'],"['1995', 'the Year']",0,0,0
Starting Now on Pittsfield ETV: BCC Presents: Access Higher Ed: 'Berkshire Immigrant Stories',Starting Now on Pittsfield ETV: BCC Presents: Access Higher Ed: 'Berkshire Immigrant Stories',start pittsfield etv bcc present access high ed berkshire immigrant story,[],"['Berkshire County', 'Massachusetts', 'Pittsfield', 'Massachusetts', 'South Carolina']",0,0,0
@FAIRImmigration @NBCNews @JuliaEAinsley THIS CANNOT BE ALLOWED TO HAPPEN----CHILD KIDNAPPER AND MOLESTER MILLER NEEDS TO BE GONE!,THIS CANNOT BE ALLOWED TO HAPPEN----CHILD KIDNAPPER AND MOLESTER MILLER NEEDS TO BE GONE!,allow happenchild kidnapper molester miller need,"['@FAIRImmigration', '@NBCNews', '@JuliaEAinsley']",[],1,0,1
The ONLY thing that can wash away this problem is a Big Red Wave in November!#BigRedWave #SendThemBack #IllegalCriminals,The ONLY thing that can wash away this problem is a Big Red Wave in November!,thing wash away problem big red wave november,['Wash'],[],1,0,1
"Canada using DNA testing, ancestry websites to investigate migrantshttps://t.co/9Ln2ZrqYAZAs far as Im concerned, those that entered undocumented / illegally gave up any right to privacy. https://t.co/zLrJzK4GwT","Canada using DNA testing, ancestry websites to investigate migrants far as Im concerned, those that entered undocumented / illegally gave up any right to privacy.",canada dna testing ancestry website investigate migrant far concern enter undocumented illegally right privacy,[],['Canada'],0,0,0
This immigrant should be hung or shot! Period! Animal. https://t.co/wFcGoLCqJ5,This immigrant should be hung or shot! Period! Animal.,immigrant hang shoot period animal,[],[],1,1,1
Immigrant Health Workers in the UK https://t.co/wzXNfyAMH3 https://t.co/mVaZ0ZCaVE,Immigrant Health Workers in the UK,immigrant health worker uk,[],[],0,0,0
Don't mess with these migrant dads #SkimmLife https://t.co/swVmkTlFRz via @theSkimm,Don't mess with these migrant dads via,mess migrant dad,['@theSkimm'],[],0,0,0
"After IS is soon finished (US+Turkey secretserv. action), IS fighter have 11000 open Syrian passports for use. Stop immigration to Europe. https://t.co/CaHGlagaPW","After IS is soon finished (US+Turkey secretserv. action), IS fighter have open Syrian passports for use. Stop immigration to Europe.",soon finish usturkey secretserv action fighter open syrian passport use stop immigration europe,[],"['Europe', 'Syria', 'Turkey']",1,0,0
"@FAIRImmigration @BreitbartNews @NeilMunroDC Boy, they sure hated being separated from their kids, didn't they?#LiberalismIsAMentalDisorderThe kids shouldn't get to stay!!! #DeportThemAll #EndFamilySeparation!#StopCatchAndRelease","Boy, they sure hated being separated from their kids, didn't they? kids shouldn't get to stay!!! !",boy sure hate separate kid kid stay,"['@FAIRImmigration', '@BreitbartNews', '@NeilMunroDC']",[],1,0,1
What a wonderful woman! This is the kind of immigrant we need here! 💕🇺🇸🇺🇸🇺🇸💪🏻 https://t.co/L6i1hjN30j,What a wonderful woman! This is the kind of immigrant we need here!,wonderful woman kind immigrant need,[],[],0,0,0
Continued &amp; Sustained damage 2 the Tories! https://t.co/ueBPtdrLVx,Continued &amp; Sustained damage the Tories!,continue amp sustain damage tory,[],"['Conservative Party', 'UK']",0,0,0
"Texas -v- DACA Draws Federal Judge Andrew Hanen, Big Trouble Looms For ImmigrationÂ Activists‘¦ https://t.co/n0aTMQzH7x https://t.co/apheHOzisW","Texas -v- DACA Draws Federal Judge Andrew Hanen, Big Trouble Looms For ImmigrationActivists",texas daca draw federal judge andrew hanen big trouble loom immigrationactivist,"['Andrew Johnson', 'Andrew S. Hanen']","['United States', 'Texas']",0,0,0
@Kashou_ @soulofkab real talk do you have eyes or were they gouged out by a rapefugee?,real talk do you have eyes or were they gouged out by a rapefugee?,real talk eye gouge rapefugee,"['@Kashou_', '@soulofkab']",[],1,0,1
